href,language_num,sex,birth_place,native_language,other_languages,age_sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,age
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=870,english259,male,"['singapore,', 'singapore']",english,"['mandarin', 'cantonese', 'hokkien', '']","['23,', 'male', '']",0.0,naturalistic,['singapore'],23.0,  23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=871,english260,female,"['arizona,', 'usa']",english,['none'],"['18,', 'female', '']",0.0,naturalistic,['usa'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=875,english261,female,"['maryland,', 'usa']",english,"['spanish', '']","['59,', 'female', '']",0.0,naturalistic,['usa'],59.0,  59
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=876,english262,male,"['maryland,', 'usa']",english,"['german', '']","['60,', 'male', '']",0.0,naturalistic,['usa'],60.0,  60
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=884,english263,male,"['illinois,', 'usa']",english,"['spanish', '']","['21,', 'male', '']",0.0,naturalistic,['usa'],21.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=889,english264,male,"['california,', 'usa']",english,"['french', 'german', '']","['21,', 'male', '']",0.0,naturalistic,['usa'],21.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=890,english265,male,"['washington,', 'usa']",english,"['korean', 'german', '']","['31,', 'male', '']",0.0,naturalistic,['usa'],27.0,  31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=899,english266,male,"['california,', 'usa']",english,"['french', 'spanish', '']","['18,', 'male', '']",0.0,,['usa'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=900,english267,male,"['leeds,', 'uk']",english,"['french', '']","['66,', 'male', '']",0.0,naturalistic,['uk'],66.0,  66
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=901,english268,female,"['leeds,', 'uk']",english,"['french', 'german', '']","['67,', 'female', '']",0.0,naturalistic,['uk'],67.0,  67
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=902,english269,female,"['adelaide,', 'australia']",english,"['french', '']","['22,', 'female', '']",0.0,naturalistic,"['australia,', 'uk,', 'usa']",22.0,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=903,english270,male,"['south', 'africa']",english,"['afrikaans', 'french', '']","['29,', 'male', '']",0.0,naturalistic,"['south', 'africa']",29.0,  29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=904,english271,female,"['south', 'africa']",english,"['afrikaans', 'french', '']","['32,', 'female', '']",0.0,naturalistic,"['south', 'africa']",32.0,  32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=905,english272,male,"['texas,', 'usa']",english,"['spanish', '']","['20,', 'male', '']",0.0,naturalistic,['usa'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=907,english273,male,"['pennsylvania,', 'usa']",english,"['german', '']","['46,', 'male', '']",0.0,naturalistic,['usa'],46.0,  46
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=909,english274,female,"['sydney,', 'australia']",english,"['hokkien', 'mandarin', '']","['25,', 'female', '']",0.0,naturalistic,['australia'],25.0,  25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=912,english275,female,"['jersey,', 'usa']",english,['none'],"['20,', 'female', '']",0.0,naturalistic,['usa'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=918,english276,female,"['tennessee,', 'usa']",english,['none'],"['50,', 'female', '']",0.0,naturalistic,['usa'],50.0,  50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=919,english277,female,"['york,', 'usa']",english,"['german', '']","['48,', 'female', '']",0.0,naturalistic,['usa'],42.0,  48
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=921,english278,female,"['georgia,', 'usa']",english,['none'],"['18,', 'female', '']",0.0,naturalistic,['usa'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=922,english279,female,"['singapore,', 'singapore']",english,"['mandarin', 'hainanese', '']","['30,', 'female', '']",0.0,naturalistic,['singapore'],30.0,  30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=935,english280,female,"['of', 'man']",english,['none'],"['19,', 'female', '']",0.0,naturalistic,"['isle', 'of', 'man']",19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=937,english281,male,"['minnesota,', 'usa']",english,"['french', '']","['23,', 'male', '']",0.0,naturalistic,['usa'],23.0,  23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=939,english282,male,"['florida,', 'usa']",english,['none'],"['20,', 'male', '']",0.0,naturalistic,['usa'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=951,english283,male,"['york,', 'usa']",english,"['spanish', '']","['18,', 'male', '']",0.0,naturalistic,['usa'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=952,english284,male,"['florida,', 'usa']",english,"['spanish', '']","['33,', 'male', '']",0.0,naturalistic,['usa'],33.0,  33
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=961,english285,male,"['melbourne,', 'australia']",english,['none'],"['50,', 'male', '']",0.0,naturalistic,"['australia,', 'hong', 'kong,', 'usa']",50.0,  50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=977,english286,female,"['texas,', 'usa']",english,"['french', 'latin', 'hebrew', 'spanish', '']","['21,', 'female', '']",0.0,naturalistic,['usa'],21.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=981,english287,female,"['singapore,', 'singapore']",english,"['cantonese', 'mandarin', 'japanese', '']","['27,', 'female', '']",0.0,naturalistic,['singapore'],27.0,  27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=982,english288,female,"['missouri,', 'usa']",english,['none'],"['26,', 'female', '']",0.0,naturalistic,['usa'],26.0,  26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=983,english289,female,"['virginia,', 'usa']",english,"['italian', 'spanish', 'latin', 'french', '']","['19,', 'female', '']",0.0,naturalistic,['usa'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=986,english290,male,"['georgia,', 'usa']",english,['none'],"['20,', 'male', '']",0.0,naturalistic,['usa'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1026,english291,male,"['city,', 'belize']",english,"['spanish', 'creole', 'dutch', '']","['18,', 'male', '']",0.0,naturalistic,"['belize,', 'usa']",18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1051,english292,male,"['missouri,', 'usa']",english,['none'],"['38,', 'male', '']",0.0,naturalistic,['usa'],38.0,  38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1052,english293,female,"['montana,', 'usa']",english,['none'],"['22,', 'female', '']",0.0,naturalistic,['usa'],22.0,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1060,english294,female,"['naracoorte,', 'australia']",english,"['indonesian', 'french', '']","['19,', 'female', '']",0.0,naturalistic,"['australia,', 'usa']",19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1067,english295,male,"['alberta,', 'canada']",english,"['french', 'german', 'italian', '']","['25,', 'male', '']",0.0,naturalistic,['canada'],25.0,  25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1070,english296,female,"['alberta,', 'canada']",english,"['french', '']","['18,', 'female', '']",0.0,naturalistic,['canada'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1071,english297,male,"['york,', 'usa']",english,"['german', '']","['19,', 'male', '']",0.0,naturalistic,['usa'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1072,english298,male,"['wales,', 'australia']",english,['none'],"['22,', 'male', '']",0.0,naturalistic,['australia'],22.0,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1075,english299,male,"['ontario,', 'canada']",english,"['japanese', '']","['59,', 'male', '']",0.0,naturalistic,['usa'],59.0,  59
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1076,english300,male,"['dublin,', 'ireland']",english,"['irish', '']","['18,', 'male', '']",0.0,naturalistic,['ireland'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1078,english301,male,"['ontario,', 'canada']",english,['none'],"['41,', 'male', '']",0.0,naturalistic,['canada'],41.0,  41
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1085,english302,male,"['melbourne,', 'australia']",english,"['finnish', '']","['22,', 'male', '']",0.0,naturalistic,['australia'],22.0,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1086,english303,female,"['california,', 'usa']",english,"['arabic', '']","['45,', 'female', '']",0.0,naturalistic,['usa'],45.0,  45
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1088,english304,female,"['clare,', 'ireland']",english,"['irish', 'french', '']","['20,', 'female', '']",0.0,naturalistic,['ireland'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1094,english305,female,"['paz,', 'bolivia']",english,"['arabic', 'spanish', '']","['24,', 'female', '']",0.0,naturalistic,"['uk,', 'usa']",7.0,  24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1093,english306,female,"['london,', 'uk']",english,['none'],"['24,', 'female', '']",0.0,naturalistic,"['uk,', 'usa']",24.0,  24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1100,english307,male,"['va,', 'usa']",english,"['spanish', '']","['48,', 'male', '']",0.0,naturalistic,"['usa,', 'new', 'zealand']",48.0,  48
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1101,english308,male,"['wales,', 'uk']",english,"['welsh', '']","['34,', 'male', '']",0.0,naturalistic,"['uk,', 'new', 'zealand']",34.0,  34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1105,english309,female,"['new', 'zealand']",english,"['german', 'french', 'maori', 'japanese', '']","['44,', 'female', '']",0.0,naturalistic,"['new', 'zealand']",44.0,  44
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1108,english310,female,"['oxford,', 'uk']",english,"['punjabi', '']","['37,', 'female', '']",0.0,naturalistic,"['uk,', 'usa']",22.0,  37
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1110,english311,female,"['michigan,', 'usa']",english,['none'],"['38,', 'female', '']",0.0,naturalistic,['usa'],38.0,  38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1113,english312,female,"['alberta,', 'canada']",english,"['french', '']","['40,', 'female', '']",0.0,naturalistic,['canada'],40.0,  40
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1119,english313,male,"['maryland,', 'usa']",english,"['spanish', '']","['28,', 'male', '']",0.0,naturalistic,['usa'],28.0,  28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1120,english314,female,"['tennessee,', 'usa']",english,"['french', '']","['26,', 'female', '']",0.0,naturalistic,['usa'],26.0,  26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1121,english315,male,"['california,', 'usa']",english,['none'],"['25,', 'male', '']",0.0,naturalistic,['usa'],25.0,  25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1122,english316,male,"['california,', 'usa']",english,['none'],"['33,', 'male', '']",0.0,naturalistic,['usa'],33.0,  33
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1132,english317,male,"['vermont,', 'usa']",english,['none'],"['26,', 'male', '']",0.0,naturalistic,['usa'],26.0,  26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1137,english318,male,"['ontario,', 'canada']",english,['none'],"['46,', 'male', '']",0.0,naturalistic,['canada'],46.0,  46
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1138,english319,male,"['lincolnshire,', 'uk']",english,['none'],"['29,', 'male', '']",0.0,naturalistic,['uk'],29.0,  29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1162,english320,female,"['county,', 'liberia']",english,"['grebo', '']","['59,', 'female', '']",0.0,naturalistic,"['liberia,', 'usa']",59.0,  59
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1163,english321,male,"['york,', 'usa']",english,"['yiddish', 'french', 'hebrew', '']","['52,', 'male', '']",0.0,naturalistic,['usa'],52.0,  52
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1172,english322,male,"['saskatchewan,', 'canada']",english,['none'],"['29,', 'male', '']",0.0,naturalistic,['canada'],29.0,  29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1173,english323,female,"['saskatchewan,', 'canada']",english,['none'],"['31,', 'female', '']",0.0,naturalistic,['canada'],31.0,  31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1174,english324,male,"['ontario,', 'canada']",english,"['french', '']","['28,', 'male', '']",0.0,naturalistic,['canada'],28.0,  28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1176,english325,male,"['pennsylvania,', 'usa']",english,"['italian', '']","['32,', 'male', '']",0.0,naturalistic,['usa'],32.0,  32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1188,english326,male,"['ohio,', 'usa']",english,['none'],"['53,', 'male', '']",0.0,naturalistic,['usa'],50.0,  53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1205,english327,male,"['florida,', 'usa']",english,['none'],"['27,', 'male', '']",0.0,naturalistic,['usa'],27.0,  27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1206,english328,female,"['florida,', 'usa']",english,"['thai', '']","['23,', 'female', '']",0.0,naturalistic,['usa'],23.0,  23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1207,english329,female,"['idaho,', 'usa']",english,"['french', '']","['21,', 'female', '']",0.0,naturalistic,['usa'],19.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1208,english330,female,"['georgia,', 'usa']",english,"['french', '']","['18,', 'female', '']",0.0,naturalistic,['usa'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1209,english331,female,"['perth,', 'australia']",english,['none'],"['28,', 'female', '']",0.0,naturalistic,['australia'],28.0,  28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1212,english332,female,"['maryland,', 'usa']",english,['none'],"['20,', 'female', '']",0.0,naturalistic,['usa'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1214,english333,female,"['washington,', 'usa']",english,['none'],"['32,', 'female', '']",0.0,naturalistic,['usa'],29.0,  32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1215,english334,female,"['england,', 'uk']",english,['none'],"['18,', 'female', '']",0.0,naturalistic,['uk'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1216,english335,male,"['columbia,', 'usa']",english,['none'],"['6,', 'male', '']",0.0,naturalistic,['usa'],6.0,  6
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1217,english336,female,"['maryland,', 'usa']",english,['none'],"['46,', 'female', '']",0.0,naturalistic,['usa'],44.0,  46
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1218,english337,female,"['jersey,', 'usa']",english,['none'],"['84,', 'female', '']",0.0,naturalistic,"['usa,', 'canada']",84.0,  84
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1219,english338,female,"['sydney,', 'australia']",english,"['french', '']","['53,', 'female', '']",0.0,naturalistic,"['australia,', 'canada']",53.0,  53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1220,english339,male,"['illinois,', 'usa']",english,['none'],"['54,', 'male', '']",0.0,naturalistic,"['usa,', 'canada']",54.0,  54
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1222,english340,male,"['virginia,', 'usa']",english,['none'],"['19,', 'male', '']",0.0,naturalistic,['usa'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1224,english341,female,"['york,', 'usa']",english,"['german', '']","['23,', 'female', '']",0.0,naturalistic,['usa'],23.0,  23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1225,english342,male,"['missouri,', 'usa']",english,['none'],"['33,', 'male', '']",0.0,naturalistic,['usa'],33.0,  33
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1226,english343,male,"['maine,', 'usa']",english,"['german', 'spanish', '']","['23,', 'male', '']",0.0,naturalistic,['usa'],23.0,  23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1232,english344,female,"['carolina,', 'usa']",english,"['french', 'spanish', '']","['19,', 'female', '']",0.0,naturalistic,['usa'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1233,english345,male,"['missouri,', 'usa']",english,"['spanish', '']","['20,', 'male', '']",0.0,naturalistic,['usa'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1235,english346,male,"['connecticut,', 'usa']",english,"['french', '']","['60,', 'male', '']",0.0,naturalistic,['usa'],60.0,  60
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1236,english347,female,"['minnesota,', 'usa']",english,"['spanish', '']","['22,', 'female', '']",0.0,naturalistic,['usa'],22.0,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1237,english348,female,"['pinas,', 'philippines']",english,"['tagalog', '']","['20,', 'female', '']",0.0,naturalistic,['philippines'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1239,english349,female,"['virginia,', 'usa']",english,['none'],"['24,', 'female', '']",0.0,naturalistic,['usa'],24.0,  24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1241,english350,female,"['staffordshire,', 'uk']",english,['none'],"['18,', 'female', '']",0.0,naturalistic,['uk'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1242,english351,male,"['missouri,', 'usa']",english,['none'],"['37,', 'male', '']",0.0,naturalistic,['usa'],37.0,  37
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1243,english352,male,"['singapore,', 'singapore']",english,"['mandarin', 'hokkien', 'cantonese', 'hainanese', '']","['25,', 'male', '']",0.0,naturalistic,['singapore'],25.0,  25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1246,english353,male,"['saskatchewan,', 'canada']",english,"['french', '']","['18,', 'male', '']",0.0,naturalistic,['canada'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1250,english354,female,"['new', 'zealand']",english,"['maori', 'french', 'german', '']","['23,', 'female', '']",0.0,naturalistic,"['new', 'zealand,', 'ireland,', 'uk,', 'usa']",22.0,  23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1256,english355,male,"['california,', 'usa']",english,"['vietnamese', '']","['19,', 'male', '']",0.0,naturalistic,['usa'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1257,english356,female,"['manitoba,', 'canada']",english,['none'],"['23,', 'female', '']",0.0,naturalistic,['canada'],23.0,  23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1258,english357,male,"['georgia,', 'usa']",english,"['german', '']","['24,', 'male', '']",0.0,naturalistic,['usa'],24.0,  24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1259,english358,male,"['brunswick,', 'canada']",english,['none'],"['19,', 'male', '']",0.0,naturalistic,['canada'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1276,english359,male,"['brunswick,', 'canada']",english,"['french', 'latin', 'german', 'italian', 'spanish', '']","['32,', 'male', '']",0.0,naturalistic,"['canada,', 'usa']",32.0,  32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1277,english360,female,"['pennsylvania,', 'usa']",english,"['hebrew', '']","['19,', 'female', '']",0.0,naturalistic,['usa'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1280,english361,female,"['minnesota,', 'usa']",english,"['spanish', 'chinese', '']","['20,', 'female', '']",0.0,naturalistic,['usa'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1281,english362,male,"['cork,', 'ireland']",english,"['irish', '']","['21,', 'male', '']",0.0,naturalistic,['ireland'],21.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1287,english363,male,"['donington,', 'uk']",english,['none'],"['20,', 'male', '']",0.0,naturalistic,['uk'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1288,english364,female,"['sydney,', 'australia']",english,"['french', 'tagalog', '']","['28,', 'female', '']",0.0,naturalistic,['australia'],24.0,  28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1292,english365,male,"['oxford,', 'uk']",english,"['french', '']","['52,', 'male', '']",0.0,naturalistic,['uk'],52.0,  52
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1293,english366,female,"['bournesmouth,', 'uk']",english,['none'],"['25,', 'female', '']",0.0,naturalistic,['uk'],25.0,  25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1294,english367,female,"['birkenhead,', 'uk']",english,"['french', 'russian', '']","['25,', 'female', '']",0.0,naturalistic,['uk'],23.0,  25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1295,english368,male,"['strattford-on-avon,', 'uk']",english,"['french', 'german', '']","['43,', 'male', '']",0.0,naturalistic,"['uk,', 'singapore']",43.0,  43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1297,english369,male,"['oregon,', 'usa']",english,"['spanish', '']","['27,', 'male', '']",0.0,naturalistic,['usa'],27.0,  27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1302,english370,male,"['pondicherry,', 'india']",english,"['french', 'tamil', '']","['22,', 'male', '']",0.0,naturalistic,"['canada,', 'ireland']",16.0,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1303,english371,female,"['colorado,', 'usa']",english,"['french', '']","['27,', 'female', '']",0.0,naturalistic,"['usa,', 'canada']",27.0,  27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1307,english372,male,"['virginia,', 'usa']",english,['none'],"['80,', 'male', '']",0.0,naturalistic,['usa'],80.0,  80
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1308,english373,male,"['kentucky,', 'usa']",english,['none'],"['22,', 'male', '']",0.0,naturalistic,['usa'],22.0,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1310,english374,male,"['wales,', 'uk']",english,"['welsh', '']","['36,', 'male', '']",0.0,naturalistic,['uk'],36.0,  36
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1312,english375,male,"['connecticut,', 'usa']",english,"['spanish', '']","['28,', 'male', '']",0.0,naturalistic,"['usa,', 'uk']",28.0,  28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1315,english376,male,"['california,', 'usa']",english,['none'],"['46,', 'male', '']",0.0,naturalistic,['usa'],46.0,  46
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1319,english377,female,"['michigan,', 'usa']",english,['none'],"['32,', 'female', '']",0.0,naturalistic,['usa'],32.0,  32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1320,english378,female,"['maryland,', 'usa']",english,['none'],"['38,', 'female', '']",0.0,naturalistic,['usa'],38.0,  38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1321,english379,male,"['jersey,', 'usa']",english,['none'],"['43,', 'male', '']",0.0,naturalistic,['usa'],43.0,  43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1323,english380,female,"['virginia,', 'usa']",english,"['spanish', 'french', '']","['34,', 'female', '']",0.0,naturalistic,['usa'],33.0,  34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1324,english381,male,"['kentucky,', 'usa']",english,['none'],"['85,', 'male', '']",0.0,naturalistic,['usa'],85.0,  85
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1325,english382,male,"['virginia,', 'usa']",english,['none'],"['34,', 'male', '']",0.0,naturalistic,['usa'],29.0,  34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1326,english383,female,"['columbia,', 'usa']",english,['none'],"['32,', 'female', '']",0.0,naturalistic,['usa'],22.0,  32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1327,english384,male,"['virginia,', 'usa']",english,['none'],"['57,', 'male', '']",0.0,naturalistic,['usa'],57.0,  57
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1328,english385,female,"['kentucky,', 'usa']",english,['none'],"['77,', 'female', '']",0.0,naturalistic,['usa'],77.0,  77
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1330,english386,female,"['california,', 'usa']",english,"['spanish', '']","['56,', 'female', '']",0.0,naturalistic,['usa'],56.0,  56
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1331,english387,female,"['california,', 'usa']",english,"['spanish', '']","['21,', 'female', '']",0.0,naturalistic,['usa'],21.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1332,english388,female,"['virginia,', 'usa']",english,['none'],"['70,', 'female', '']",0.0,naturalistic,['usa'],70.0,  70
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1333,english389,female,"['virginia,', 'usa']",english,['none'],"['71,', 'female', '']",0.0,naturalistic,['usa'],71.0,  71
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1334,english390,male,"['wisconsin,', 'usa']",english,"['mandarin', 'taiwanese', '']","['74,', 'male', '']",0.0,naturalistic,['usa'],67.0,  74
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1335,english391,female,"['florida,', 'usa']",english,['none'],"['84,', 'female', '']",0.0,naturalistic,['usa'],84.0,  84
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1336,english392,male,"['virginia,', 'usa']",english,['none'],"['62,', 'male', '']",0.0,naturalistic,['usa'],62.0,  62
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1337,english393,female,"['columbia,', 'usa']",english,"['french', '']","['58,', 'female', '']",0.0,naturalistic,['usa'],58.0,  58
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1339,english394,female,"['carolina,', 'usa']",english,['none'],"['82,', 'female', '']",0.0,naturalistic,['usa'],82.0,  82
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1340,english395,male,"['virginia,', 'usa']",english,['none'],"['39,', 'male', '']",0.0,naturalistic,['usa'],39.0,  39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1341,english396,female,"['virginia,', 'usa']",english,['none'],"['48,', 'female', '']",0.0,naturalistic,['usa'],48.0,  48
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1342,english397,female,"['carolina,', 'usa']",english,['none'],"['76,', 'female', '']",0.0,naturalistic,['usa'],76.0,  76
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1343,english398,female,"['carolina,', 'usa']",english,['none'],"['83,', 'female', '']",0.0,naturalistic,['usa'],83.0,  83
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1345,english399,female,"['georgia,', 'usa']",english,['none'],"['80,', 'female', '']",0.0,naturalistic,['usa'],80.0,  80
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1348,english400,female,"['wight,', 'uk']",english,['none'],"['59,', 'female', '']",0.0,naturalistic,['canada'],55.0,  59
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1349,english401,male,"['lucerne,', 'switzerland']",english,['none'],"['26,', 'male', '']",0.0,naturalistic,['australia'],26.0,  26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1350,english402,female,"['canberra,', 'australia']",english,['none'],"['26,', 'female', '']",0.0,naturalistic,['australia'],26.0,  26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1351,english403,female,"['sydney,', 'australia']",english,['none'],"['29,', 'female', '']",0.0,naturalistic,['australia'],29.0,  29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1352,english404,male,"['windsor,', 'australia']",english,"['italian', 'japanese', '']","['29,', 'male', '']",0.0,naturalistic,['australia'],29.0,  29
